LIB,Sample,PInumber,ISnum,WASAP,PlantName,Population,DuplicateLIBdecision,FilterMissing,Proportion.Missing,Proportion.Heterozygous,InbreedCoefficent,Kmeans_cluster,Germplasm,BotanicalType,CountryOrigin,Region,lat,lon,Elevation,Continent
CZXGT,PI595717,PI595717,IS9796C,NA,IS9796C,CASP_JohnVogel,NA,remove,0.796758855,0.005980234,0.182163,NA,Breeding,NA,United States,Texas,NA,NA,NA,Americas
CZXGW,PI595728,PI595728,IS12652C,NA,IS12652C,CASP_JohnVogel,NA,remove,0.799087111,0.008715719,0.18922,NA,Breeding,NA,United States,Texas,NA,NA,NA,Americas
CZXGZ,PI595742,PI595742,NA,NA,#58 Mashila,CASP_JohnVogel,NA,remove,0.778461884,0.008800772,0.277609,NA,Breeding,NA,United States,Texas,NA,NA,NA,Americas
CZXHC,PI276782,PI276782,IS12622,NA,IS12622,CASP_JohnVogel,NA,remove,0.843511296,0.008837909,0.133066,NA,Landrace,Durra-Bicolor,Ethiopia,NA,9.579999,41.860001,NA,Africa
CZXHH,PI248266,PI248266,NA,NA,C-10-2,CASP_JohnVogel,NA,remove,0.789792416,0.016229036,0.355393,NA,NA,Durra,India,NA,NA,NA,NA,Asia
GAHGZ,PI533746,PI533746,NA,NA,C.10-2,CASP_JohnVogel,NA,remove,0.798266647,0.011981406,0.193622,NA,Breeding,NA,NA,NA,NA,NA,NA,NA
GAHHX,SC187,PI533803,IS12678C,NA,KO 8,JGI_Ref,NA,remove,0.760383929,0.009023047,0.267762,NA,Breeding,NA,NA,NA,NA,NA,NA,NA
GOUOB,PI533748,PI533748,NA,NA,Nauhatta,CASP_JohnVogel,NA,remove,0.861669503,0.008603793,0.128552,NA,Breeding,NA,NA,NA,NA,NA,NA,NA
GOUOC,PI533772,PI533772,NA,NA,AD 9,CASP_JohnVogel,remove,remove,0.842987772,0.007902412,0.12674,NA,Breeding,NA,NA,NA,NA,NA,NA,NA
GOUOG,PI533804,PI533804,NA,NA,KO 25,CASP_JohnVogel,NA,remove,0.84126784,0.010175413,0.14819,NA,Breeding,NA,NA,NA,NA,NA,NA,NA
GOUOP,PI533902,PI533902,NA,NA,"Orange No. l, Baijo",CASP_JohnVogel,remove,remove,0.871154041,0.008015744,0.084063,NA,Breeding,Durra-Bicolor,Ethiopia,NA,NA,NA,NA,Africa
GOUOS,PI533909,PI533909,NA,NA,Akur Gob,CASP_JohnVogel,NA,remove,0.864031008,0.008770559,0.121319,NA,Breeding,NA,Sudan,NA,NA,NA,NA,Africa
GOUOT,PI533958,PI533958,NA,NA,Sweet Sorghum vulgare,CASP_JohnVogel,NA,remove,0.82890734,0.008279161,0.161986,NA,Breeding,NA,NA,NA,NA,NA,NA,NA
GOUOU,PI534004,PI534004,NA,NA,Alma Leelwa,CASP_JohnVogel,NA,remove,0.842783702,0.009617725,0.145134,NA,Breeding,NA,India,NA,NA,NA,NA,Asia
GOUOW,PI534031,PI534031,NA,NA,Jowar Kalgundi,CASP_JohnVogel,NA,remove,0.827274539,0.009620613,0.160282,NA,Breeding,NA,India,NA,NA,NA,NA,Asia
GOUOZ,PI534066,PI534066,NA,NA,BA 4,CASP_JohnVogel,NA,remove,0.846457417,0.007913022,0.136107,NA,Breeding,NA,Nigeria,NA,NA,NA,NA,Africa
GOUPB,PI534091,PI534091,NA,NA,ZA 70,CASP_JohnVogel,NA,remove,0.854981341,0.008978376,0.129815,NA,Breeding,NA,Nigeria,NA,NA,NA,NA,Africa
GOUPC,PI534105,PI534105,NA,NA,EC 21361 G30,CASP_JohnVogel,remove,remove,0.861844261,0.007690364,0.113828,NA,Breeding,Kafir-Caudatum,Uganda,NA,NA,NA,NA,Africa
GOUPG,PI534122,PI534122,NA,NA,"No. 34 Fachoa, Kubunti Ethiopia",CASP_JohnVogel,NA,remove,0.845592141,0.008764129,0.148084,NA,Breeding,NA,Ethiopia,NA,NA,NA,NA,Africa
GOUPH,PI534131,PI534131,NA,NA,"No. 78 Geletie, Djib Waku Ethiopia",CASP_JohnVogel,NA,remove,0.858929338,0.009528827,0.116615,NA,Breeding,NA,Ethiopia,NA,NA,NA,NA,Africa
GOUPN,PI576424,PI576424,NA,NA,Boda,CASP_JohnVogel,NA,remove,0.859400147,0.008845381,0.128228,NA,Breeding,NA,Ethiopia,NA,NA,NA,NA,Africa
GOUPO,PI576431,PI576431,IS12631C,NA,IS12631C,CASP_JohnVogel,NA,remove,0.84904756,0.011920541,0.145127,NA,Breeding,NA,Ethiopia,NA,NA,NA,NA,Africa
GOUPP,PI595711,PI595711,IS7380C,NA,IS7380C,CASP_JohnVogel,NA,remove,0.9047535,0.009304702,0.083009,NA,Breeding,NA,United States,Texas,NA,NA,NA,Americas
GOUPS,PI595718,PI595718,NA,NA,SAP-162,CASP_JohnVogel,remove,remove,0.83691495,0.007949923,0.145761,NA,Breeding,Kafir-Caudatum,United States,Texas,NA,NA,NA,Americas
GOUPT,PI595729,PI595729,IS17220C,NA,IS17220C,CASP_JohnVogel,NA,remove,0.874205121,0.006424356,0.106626,NA,Breeding,NA,United States,Texas,NA,NA,NA,Americas
GOXXA,PI597968,PI597968,NA,NA,SAP-168,CASP_JohnVogel,remove,remove,0.931837446,0.004714341,0.060054,NA,Breeding,Guinea-Caudatum,United States,Texas,NA,NA,NA,Americas
GPYHZ,PI534062,PI534062,NA,NA,AD 40,CASP_JohnVogel,NA,remove,0.836427724,0.010560074,0.151415,NA,Breeding,NA,Nigeria,NA,NA,NA,NA,Africa
IDMK,IS_22853,PI570075,IS22853,NA,IS22853,BAP,unresolved,NA,0.100106444,0.013254085,1.031698,5,"Landrace,Cultivated",Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
IDML,IS_22888,PI570110,IS22888,NA,IS22888,BAP,unresolved,NA,0.133232043,0.018977022,1.160448,2,"Landrace,Cultivated",Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
IDMM,Juar,NA,NA,NA,NA,BAP,NA,NA,0.123816194,0.01776085,1.221737,1,NA,NA,NA,NA,NA,NA,NA,NA
IDMN,NYTWAL,PI152751,IS2580,NA,MN 880,BAP,unresolved,NA,0.116988214,0.016256129,1.11874,19,Breeding,Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
IDTY,PI157030,PI157030,NA,NA,Andiwo III 57,BAP,NA,NA,0.136537163,0.01603286,1.033075,1,NA,Caudatum,Kenya,NA,NA,NA,NA,Africa
IDUP,PI329333,PI329333,IS11090,NA,IS11090,BAP,NA,NA,0.143999423,0.013696221,0.988195,5,Landrace,Caudatum,Ethiopia,NA,9.130001,37.049999,1600,Africa
IDUX,PI181899,PI181899,IS12893,NA,IS12893,BAP,NA,NA,0.181620753,0.013709311,1.035207,2,Landrace,NA,Syria,NA,36.209999,37.159999,NA,Asia
IDUY,PI570074,PI570074,IS22852,NA,IS22852,BAP,NA,NA,0.13995559,0.01353677,1.072184,1,"Landrace,Cultivated",Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
IDWA,PI570091,PI570091,IS22869,NA,IS22869,BAP,NA,NA,0.183194905,0.024788089,0.812096,1,"Landrace,Cultivated",Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
IDWB,PI570371,PI570371,IS25045,NA,IS25045,BAP,NA,NA,0.17239153,0.013375258,1.047086,19,"Landrace,Cultivated",Guinea-Caudatum,Sudan,NA,NA,NA,NA,Africa
IDWC,PI585961,PI585961,IS26386,NA,IS26386,BAP,NA,NA,0.141503619,0.018920318,1.288288,4,"Landrace,Cultivated",Guinea,Togo,NA,NA,NA,NA,Africa
IDWD,PI267573,PI267573,IS2983,NA,IS2983,BAP,NA,NA,0.215643879,0.023755803,1.198513,11,Landrace,NA,Ethiopia,NA,7.677629,36.838441,NA,Africa
IDWE,PI620072;3882-JG-0005,PI620072,IS31384,NA,IS31384,BAP,NA,NA,0.169973399,0.013239639,1.042967,1,Landrace,Caudatum,Uganda,NA,-0.019999,29.770637,NA,Africa
IDWF,PI563009,PI563009,IS7739,NA,IS7739,BAP,NA,NA,0.163351208,0.014517314,1.215002,4,"Landrace,Cultivated",Guinea-Caudatum,Nigeria,NA,11,7.849999,NA,Africa
IDWG,PI154944,PI154944,NA,NA,L31 Emiroit,BAP,NA,NA,0.151731862,0.011960474,0.936917,5,NA,NA,Uganda,NA,NA,NA,NA,Africa
IDWI,PI156018,PI156018,NA,NA,MN 1615,BAP,NA,NA,0.168544084,0.013777789,1.15551,5,NA,Bicolor,Democratic Republic of the Congo,NA,NA,NA,NA,Africa
IDWJ,PI155885,PI155885,IS12598,NA,IS12598,BAP,NA,NA,0.144778263,0.013143527,0.966306,5,Landrace,NA,Tanzania,NA,NA,NA,NA,Africa
IDWK,PI255744,PI255744,NA,NA,MN 4466,BAP,NA,NA,0.153137995,0.01148441,0.974717,5,NA,NA,Turkey,NA,NA,NA,NA,Asia
IDWL,PI521280,PI521280,NA,NA,Muya,BAP,NA,NA,0.129569449,0.01662146,0.99448,1,Cultivar,Durra-Bicolor,Kenya,NA,NA,NA,NA,Africa
IDWM,PI521281;3882-JG-0006,PI521281,NA,NA,Mwee,BAP,NA,NA,0.169615648,0.010913662,0.997904,1,Cultivar,Bicolor,Kenya,NA,NA,NA,NA,Africa
IDWN,PI155760,PI155760,NA,NA,Namuse,BAP,NA,NA,0.150455259,0.013910825,1.077575,7,NA,Guinea-Caudatum,Malawi,NA,NA,NA,NA,Africa
IDWP,PI563020,PI563020,NA,NA,OKA FUNFUN,BAP,NA,NA,0.222880524,0.013958128,1.116091,4,Cultivar,NA,Nigeria,NA,8.89999962,4.6500001,NA,Africa
IDWQ,PI562717,PI562717,NA,NA,PERENNIAL SWEET SUDAN,BAP,NA,NA,0.260446586,0.067358859,1.224028,12,Cultivar,Bicolor,United States,Texas,NA,NA,NA,Americas
IDWR,PI540518,PI540518,NA,NA,SEGAOLANE,BAP,NA,NA,0.120544794,0.008844774,1.065465,16,Cultivar,NA,Botswana,NA,NA,NA,NA,Africa
IDWT,PI221651,PI221651,NA,NA,UWARETE,BAP,keep,NA,0.165148868,0.016081067,1.209253,4,NA,Guinea,Nigeria,NA,8.930003,8.600003,NA,Africa
IDWU,PI526905,PI526905,NA,NA,AMM 721,BAP,NA,NA,0.135298079,0.011245483,1.049778,5,Landrace,Caudatum,Zimbabwe,NA,-20.16666667,28.75,1300,Africa
IDWW,PI593916;3882-JG-0007,PI593916,NA,NA,B3SC599-6-9188,BAP,NA,NA,0.112128354,0.010938468,1.010679,9,Breeding,NA,United States,Texas,NA,NA,NA,Americas
IDWX,PI534047,PI534047,NA,NA,450 Bori Light Brown,BAP,remove,NA,0.166089765,0.009272541,0.985355,9,Breeding,NA,NA,NA,NA,NA,NA,NA
IDXC,PI535794,PI535794,NA,NA,N109,BAP,NA,NA,0.115523293,0.01265057,1.17757,16,Breeding,NA,United States,Nebraska,NA,NA,NA,Americas
IDXE,PI550604;3882-JG-0008,PI550604,NA,NA,ZERNOGRAPSKOE 100,BAP,NA,NA,0.135410748,0.010902638,1.021239,8,Breeding,Caudatum,Soviet Union,NA,NA,NA,NA,Europe
IDXU,PI619807,PI619807,IS31047,NA,IS31047,BAP,NA,NA,0.150429331,0.011706145,0.94488,5,Landrace,Guinea-Caudatum,Uganda,NA,3.349999,33.330001,NA,Africa
IDYG,PI251672,PI251672,NA,NA,MN 4135,BAP,NA,NA,0.108134712,0.011987155,1.04197,9,NA,Bicolor,Former Serbia and Montenegro,NA,NA,NA,NA,Europe
IDYI,PI535785,PI535785,NA,NA,N100,BAP,NA,NA,0.099571549,0.012234097,1.085677,16,Breeding,NA,United States,Nebraska,NA,NA,NA,Americas
IDYK,PI535796,PI535796,NA,NA,N111,BAP,NA,NA,0.106421464,0.012218706,1.169853,16,Breeding,NA,United States,Nebraska,NA,NA,NA,Americas
IDYM,PI563032;3882-JG-00012,PI563032,NA,NA,COLLIER 706C,BAP,NA,NA,0.134929651,0.016875883,1.239544,15,Cultivar,Bicolor,Japan,NA,NA,NA,NA,Asia
IDYP,PI511355,PI511355,NA,NA,SMITH,BAP,NA,NA,0.104853718,0.016431393,0.944085,14,Cultivar,NA,United States,Texas,37.09024,-95.712891,NA,Americas
IDYQ,PI146890,PI146890,NA,NA,SUGAR DRIP,BAP,NA,NA,0.093496454,0.009720549,1.149991,16,NA,NA,Democratic Republic of the Congo,NA,NA,NA,NA,Africa
IDYU,PI152967,PI152967,NA,NA,WERAKAN,BAP,NA,NA,0.113540947,0.014277117,1.001125,5,NA,NA,Sudan,NA,NA,NA,NA,Africa
IDZN,PI562997,PI562997,NA,NA,EKPAN DZUNGI,BAP,NA,NA,0.141509082,0.017241569,1.168,19,Cultivar,NA,Nigeria,NA,9.399999619,6.03000021,NA,Africa
IDZP,PI563002,PI563002,NA,NA,EKPAN DZURUGI,BAP,NA,NA,0.336673264,0.011237335,0.978371,4,Cultivar,NA,Nigeria,NA,9.329999924,5.059999943,NA,Africa
IDZX,PI329338,PI329338,IS11096,NA,IS11096,BAP,NA,NA,0.231970761,0.022817321,1.416363,12,Landrace,Caudatum-Bicolor,Ethiopia,NA,10,39.889999,1600,Africa
IEAT,PI585454,PI585454,IS25061,NA,IS25061,BAP,NA,NA,0.162793408,0.013697659,1.101262,17,"Landrace,Cultivated",Guinea,Ghana,NA,10.520457,-0.439999,NA,Africa
IEAX,PI585577,PI585577,IS25514,NA,IS25514,BAP,NA,NA,0.131747128,0.017532957,1.207579,1,"Landrace,Cultivated",Durra-Caudatum,Burundi,NA,-3.099999,29.389999,NA,Africa
IEAZ,PI570393,PI570393,IS26849,NA,IS26849,BAP,NA,NA,0.194554748,0.013913552,0.98517,19,"Landrace,Cultivated",Caudatum,South Sudan,NA,4.019999,32.470001,NA,Africa
IEBA,PI619838,PI619838,IS31083,NA,IS31083,BAP,NA,NA,0.125797291,0.016096669,1.155841,19,Landrace,Caudatum,Uganda,NA,2.619999,31.930001,NA,Africa
IEBE,PI656065,PI656065,NA,NA,Koro Kollo,BAP,remove,NA,0.14160869,0.012297604,0.976865,19,NA,NA,NA,NA,NA,NA,NA,NA
IEBN,PI563021,PI563021,NA,NA,TAPASOHIRA,BAP,NA,NA,0.161275161,0.016593395,1.217796,4,Cultivar,Guinea,Nigeria,NA,NA,NA,NA,Africa
IEBU,PI535792,PI535792,NA,NA,N107,BAP,NA,NA,0.102283568,0.039902765,0.720618,9,Breeding,NA,United States,Nebraska,NA,NA,NA,Americas
IEBX,PI656056,PI656056,NA,NA,P850029,BAP,remove,NA,0.171846597,0.008719371,1.048936,14,Breeding,NA,Indiana,NA,NA,NA,NA,Asia
IECN,PI273969,PI273969,NA,NA,MN 4578,BAP,NA,NA,0.147554395,0.01895309,1.147614,18,NA,NA,Ethiopia,NA,9.145,40.489674,NA,Africa
IECZ,PI576399,PI576399,IS3515C,NA,IS3515C,BAP,remove,NA,0.153854968,0.011701855,1.039536,1,Breeding,Caudatum,Sudan,NA,10.5,30.44000053,NA,Africa
IEDF,RIO,PI563295,IS9606,NA,RIO,JGI_Ref,NA,NA,0.210344212,0.008549435,0.889889,9,Breeding,Durra-Caudatum,United States,Maryland,NA,NA,NA,Americas
IFDN,PI300118,PI300118,NA,NA,294,BAP,NA,NA,0.177785703,0.03737288,1.75681,12,NA,NA,South Africa,NA,-30.559483,22.937506,564,Africa
IFDP,PI300119,PI300119,NA,NA,329,BAP,NA,NA,0.17724346,0.0393177,1.780794,12,Wild,NA,South Africa,NA,-30.559483,22.937506,396,Africa
IFDQ,PI569425,PI569425,NA,NA,AKEE (KEJ),BAP,NA,NA,0.117738048,0.020095183,1.068452,19,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IFDR,PI651491,PI651491,NA,NA,BAILEY,BAP,NA,NA,0.084684936,0.013547144,1.100689,16,NA,NA,Georgia,NA,NA,NA,NA,Asia
IFDS,PI569443,PI569443,NA,NA,BELL,BAP,NA,NA,0.115806893,0.021981501,1.135182,19,Cultivar,Kafir-Caudatum,Sudan,NA,NA,NA,NA,Africa
IFDT,PI569433,PI569433,NA,NA,CHEKOO,BAP,NA,NA,0.120448042,0.022348769,1.184458,19,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IFDU,PI19770,PI19770,NA,NA,COLLIER,BAP,NA,NA,0.09722488,0.016197256,1.19784,16,NA,Caudatum-Bicolor,South Africa,KwaZulu-Natal,NA,NA,NA,Africa
IFDW,PI641860,PI641860,NA,NA,COLLIER,BAP,NA,NA,0.083217769,0.013632147,1.204372,16,NA,NA,NA,NA,NA,NA,NA,NA
IFDX,PI651495,PI651495,NA,NA,DALE,BAP,NA,NA,0.091119503,0.014725083,1.19448,16,NA,NA,United States,Mississippi,NA,NA,NA,Americas
IFDY,PI566819,PI566819,NA,NA,DELLA,BAP,keep,NA,0.074917464,0.012683177,1.153238,16,Cultivar,NA,United States,Virginia,NA,NA,NA,Americas
IFDZ,PI569446,PI569446,NA,NA,DERE,BAP,NA,NA,0.115807115,0.020330488,1.206308,19,Cultivar,Guinea-Caudatum,South Sudan,NA,5.230000019,30.13999939,NA,Africa
IFEA,PI453106,PI453106,NA,NA,ETS 2306,BAP,NA,NA,0.134075079,0.023391393,1.207738,18,NA,Durra,Ethiopia,NA,9.145,40.489674,NA,Africa
IFEB,PI453177,PI453177,NA,NA,ETS 2341,BAP,NA,NA,0.117344218,0.045512314,1.132272,11,NA,Durra-Bicolor,Ethiopia,NA,9.145,40.489674,NA,Africa
IFEC,PI453696,PI453696,NA,NA,ETS 2612,BAP,NA,NA,0.121345375,0.030725964,1.047858,18,NA,Durra,Ethiopia,NA,NA,NA,NA,Africa
IFED,PI455280,PI455280,NA,NA,ETS 3486,BAP,NA,NA,0.123388727,0.040864565,1.211429,11,NA,Durra-Bicolor,Ethiopia,NA,9.145,40.489674,NA,Africa
IFEE,PI152651,PI152651,NA,NA,Feterita Geshaish,BAP,unresolved,NA,0.075818983,0.011552488,1.151078,16,NA,NA,Sudan,NA,NA,NA,NA,Africa
IFEF,PI641821,PI641821,NA,NA,HONEY DRIP,BAP,NA,NA,0.099822372,0.016638737,1.186117,16,NA,NA,NA,NA,NA,NA,NA,NA
IFEG,PI563329,PI563329,IS10005,NA,IS10005,BAP,NA,NA,0.128450216,0.02127452,1.178097,18,"Breeding,Cultivated",Durra-Caudatum,Ethiopia,NA,8.739999,38.979999,NA,Africa
IFEH,PI330858,PI330858,IS12142,NA,IS12142,BAP,NA,NA,0.135759349,0.033681234,1.492923,11,Landrace,Durra-Bicolor,Ethiopia,NA,8.329999,41.590001,NA,Africa
IFEI,PI563332,PI563332,IS10015,NA,IS10015,BAP,NA,NA,0.133164547,0.022496744,1.212554,18,"Breeding,Cultivated",Durra,Ethiopia,NA,8.739999,38.979999,NA,Africa
IFEJ,PI563338,PI563338,IS10105,NA,IS10105,BAP,NA,NA,0.114239147,0.020575386,1.257379,17,"Landrace,Cultivated",Guinea,Burkina Faso,NA,13.060001,-3.059999,NA,Africa
IFEK,PI563350,PI563350,IS10168,NA,IS10168,BAP,NA,NA,0.11269145,0.019763187,1.201638,17,"Landrace,Cultivated",Guinea,Burkina Faso,NA,11.666667,-1.066667,NA,Africa
IFEL,PI329583,PI329583,IS11334,NA,IS11334,BAP,NA,NA,0.137715406,0.027586382,1.57837,11,Landrace,NA,Ethiopia,NA,7.974374,37.439209,NA,Africa
IFEM,PI329615,PI329615,IS11360,NA,IS11360,BAP,NA,NA,0.136434504,0.027670732,1.570872,11,Landrace,NA,Ethiopia,NA,9.909999,38.310001,NA,Africa
IFEN,PI329617,PI329617,IS11362,NA,IS11362,BAP,NA,NA,0.136524767,0.026803981,1.584563,11,Landrace,NA,Ethiopia,NA,8.987568,37.327691,NA,Africa
IFEP,PI329644,PI329644,IS11389,NA,IS11389,BAP,NA,NA,0.12580586,0.036106375,1.444396,11,Landrace,Durra-Bicolor,Ethiopia,NA,8.930003,36.580001,NA,Africa
IFEQ,PI329645,PI329645,IS11390,NA,IS11390,BAP,NA,NA,0.132714203,0.026085871,1.565261,11,Landrace,NA,Ethiopia,NA,9.566667,37.099998,2300,Africa
IFER,PI329646,PI329646,IS11391,NA,IS11391,BAP,NA,NA,0.147669893,0.023268039,1.545643,11,Landrace,NA,Ethiopia,NA,9.566667,37.099998,2300,Africa
IFES,PI329673,PI329673,IS11414,NA,IS11414,BAP,NA,NA,0.134153778,0.026980074,1.622242,11,Landrace,NA,Ethiopia,NA,9.029999,38.400001,NA,Africa
IFET,PI329841,PI329841,IS11572,NA,IS11572,BAP,NA,NA,0.134639007,0.029492345,1.366074,18,Landrace,NA,Ethiopia,NA,12.229999,37.290015,1860,Africa
IFEU,PI329843,PI329843,IS11574,NA,IS11574,BAP,NA,NA,0.131873385,0.034679233,1.449382,11,Landrace,NA,Ethiopia,NA,11.550001,37.360002,1650,Africa
IFEW,PI329864,PI329864,IS11593,NA,IS11593,BAP,NA,NA,0.135637889,0.028177568,1.147121,18,Landrace,NA,Ethiopia,NA,9.300001,38.75,2600,Africa
IFEX,PI329865,PI329865,IS11594,NA,IS11594,BAP,NA,NA,0.128657253,0.033932457,1.073468,18,Landrace,NA,Ethiopia,NA,9.300001,38.75,2600,Africa
IFEY,PI330167,PI330167,IS11887,NA,IS11887,BAP,NA,NA,0.106097849,0.040854782,0.947337,18,Landrace,Caudatum,Ethiopia,NA,11.829999,39.680003,1600,Africa
IFEZ,PI330169,PI330169,IS11889,NA,IS11889,BAP,NA,NA,0.135806907,0.0204047,1.203279,18,Landrace,Durra,Ethiopia,NA,11.829999,39.680003,1600,Africa
IFFA,PI330181,PI330181,IS11901,NA,IS11901,BAP,NA,NA,0.136858449,0.022812162,1.194564,18,Landrace,NA,Ethiopia,NA,12.159999,39.630001,1500,Africa
IFFB,PI330182,PI330182,IS11902,NA,IS11902,BAP,NA,NA,0.137660499,0.024389119,1.206278,18,Landrace,Durra,Ethiopia,NA,12.159999,39.630001,NA,Africa
IFFC,PI330184,PI330184,IS11904,NA,IS11904,BAP,NA,NA,0.115933372,0.041461215,1.090697,18,Landrace,Durra-Bicolor,Ethiopia,NA,12.415311,39.559662,1500,Africa
IFFD,PI330196,PI330196,IS11914,NA,IS11914,BAP,NA,NA,0.133099297,0.034243942,1.348098,11,Landrace,NA,Ethiopia,NA,13.680001,39.580001,2200,Africa
IFFE,PI330199,PI330199,IS11917,NA,IS11917,BAP,NA,NA,0.136665222,0.03163894,1.25697,18,Landrace,NA,Ethiopia,NA,14.273951,39.422016,2500,Africa
IFFF,PI330796,PI330796,IS12080,NA,IS12080,BAP,NA,NA,0.104290233,0.018169482,1.002307,5,Landrace,NA,Ethiopia,NA,7.050001,37.599998,1350,Africa
IFFG,PI330803,PI330803,IS12087,NA,IS12087,BAP,NA,NA,0.135044511,0.028284009,1.55046,11,Landrace,Durra-Bicolor,Ethiopia,NA,8.529999,34.799999,1560,Africa
IFFH,PI337680,PI337680,IS12252,NA,IS12252,BAP,NA,NA,0.134378368,0.023814351,1.402152,11,Landrace,NA,Ethiopia,NA,9.899999,38.580001,NA,Africa
IFFI,PI337689,PI337689,IS12261,NA,IS12261,BAP,NA,NA,0.128854944,0.024345015,1.525713,11,Landrace,Durra-Bicolor,Ethiopia,NA,9.039999,40.900001,NA,Africa
IFFJ,PI175919,PI175919,IS12833,NA,IS12833,BAP,NA,NA,0.090896216,0.015600171,1.186857,16,Landrace,Caudatum-Bicolor,Turkey,NA,40.222604,27.242626,55,Asia
IFFK,PI569097,PI569097,IS19073,NA,IS19073,BAP,NA,NA,0.110700952,0.022778357,1.13145,18,"Landrace,Cultivated",Durra,Sudan,NA,11.189999,24.149999,NA,Africa
IFFL,PI569148,PI569148,IS19124,NA,IS19124,BAP,NA,NA,0.128109436,0.017344258,1.106779,18,"Landrace,Cultivated",Durra-Bicolor,Sudan,NA,11.189999,24.149999,NA,Africa
IFFM,PI569886,PI569886,IS22440,NA,IS22440,BAP,NA,NA,0.138982969,0.023387429,1.390673,19,"Landrace,Cultivated",Guinea-Caudatum,Sudan,NA,10.550001,34.279998,NA,Africa
IFFN,PI586499,PI586499,IS27900,NA,IS27900,BAP,NA,NA,0.127764551,0.0202515,1.167942,19,"Landrace,Cultivated",Kafir-Caudatum,South Africa,NA,-23.600003,29.159999,NA,Africa
IFFP,PI179749,PI179749,NA,NA,Juar,BAP,NA,NA,0.124929713,0.02251184,1.20639,2,NA,Durra,India,NA,NA,NA,NA,Asia
IFFQ,PI156330,PI156330,NA,NA,KAPUPU,BAP,NA,NA,0.103685957,0.021406633,1.161573,1,NA,Durra-Caudatum,Zambia,NA,NA,NA,NA,Africa
IFFR,PI569435,PI569435,NA,NA,KAVANGA,BAP,NA,NA,0.119181422,0.020906617,1.128269,19,Cultivar,NA,South Sudan,NA,8.529999733,29.10000038,NA,Africa
IFFS,PI569465,PI569465,NA,NA,KECH,BAP,NA,NA,0.113152997,0.01792715,1.124977,19,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IFFT,PI569453,PI569453,NA,NA,KELE,BAP,NA,NA,0.111808426,0.018246756,1.145066,1,Cultivar,NA,South Sudan,NA,4.849999905,31.61000061,NA,Africa
IFFU,PI569423,PI569423,NA,NA,KYIKA (CHYIKA),BAP,NA,NA,0.127063551,0.020933444,1.182757,19,Cultivar,NA,South Sudan,NA,5.230000019,30.13999939,NA,Africa
IFFW,PI569455,PI569455,NA,NA,LORYERYE,BAP,NA,NA,0.125520263,0.020880962,1.377428,1,Cultivar,Guinea-Caudatum,South Sudan,NA,4.849999905,31.61000061,NA,Africa
IFFX,PI569459,PI569459,NA,NA,LUWAIAH,JGI_Ref,NA,NA,0.110516738,0.017149269,1.10367,19,Cultivar,Caudatum,South Sudan,NA,8.529999733,29.10000038,NA,Africa
IFFY,PI569427,PI569427,NA,NA,MABORE,BAP,NA,NA,0.12445627,0.021667159,1.24056,19,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IFFZ,PI152733,PI152733,NA,NA,MERISSA (BARI),BAP,NA,NA,0.110434822,0.018256487,1.024738,5,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
IFGA,PI156178,PI156178,NA,NA,MN 2014,JGI_Ref,NA,NA,0.115038618,0.017150536,1.227443,7,NA,Guinea,Malawi,NA,NA,NA,NA,Africa
IFGB,PI176766,PI176766,NA,NA,MN 2873,BAP,NA,NA,0.141095287,0.024996253,1.543692,3,NA,NA,Turkey,NA,NA,NA,NA,Asia
IFGC,PI569457,PI569457,NA,NA,MOBIOR,BAP,NA,NA,0.119660384,0.021362076,1.169562,19,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IFGD,PI569445,PI569445,NA,NA,MORO,BAP,NA,NA,0.126069161,0.019801934,1.261551,1,Cultivar,Guinea-Caudatum,South Sudan,NA,5.230000019,30.13999939,NA,Africa
IFGE,PI568717,PI568717,NA,NA,MRV-106,BAP,NA,NA,0.118755537,0.018514267,1.077037,5,Cultivar,Durra-Caudatum,Cameroon,NA,7.369722,12.354722,NA,Africa
IFGF,PI153877,PI153877,NA,NA,MUEMBE,BAP,NA,NA,0.110253325,0.019752197,1.200155,7,NA,Guinea,Kenya,NA,NA,NA,NA,Africa
IFGG,PI525049,PI525049,NA,NA,MW 628,BAP,NA,NA,0.109138946,0.019718679,1.199791,7,Cultivar,Guinea,Malawi,NA,-13.254308,34.301525,NA,Africa
IFGI,PI329435,PI329435,NA,NA,Mashila,BAP,keep,NA,0.06235711,0.009504462,1.093216,14,NA,Other,Eritrea,NA,15.31999969,38.91999817,NA,Africa
IFGJ,PI576401,PI576401,NA,NA,"Mehra, Sonthia",BAP,keep,NA,0.115801291,0.020381192,1.264669,2,Breeding,Durra,India,NA,25.45999908,76.36000061,NA,Asia
